site_id,tag,fg_declared,bg_declared,fg_composited,bg_composited,naive_cr,extended_cr,aa_naive,aa_extended,false_pos,false_neg
575,div,"rgb(30, 33, 36)","rgb(247, 247, 247)","rgb(30,33,36)","rgb(247,247,247)",15.1,15.1,1,1,0,0
575,span,"rgb(51, 62, 72)","rgb(173, 235, 209)","rgb(51,62,72)","rgb(173,235,209)",8.1,8.1,1,1,0,0
575,div,"rgb(51, 62, 72)","rgb(255, 255, 255)","rgb(51,62,72)","rgb(255,255,255)",10.92,10.92,1,1,0,0
575,a,"rgb(30, 33, 36)","rgb(249, 190, 0)","rgb(30,33,36)","rgb(249,190,0)",9.55,9.55,1,1,0,0
575,div,"rgb(30, 33, 36)","rgb(30, 33, 36)","rgb(30,33,36)","rgb(30,33,36)",1,1,0,0,0,0
575,div,"rgb(30, 33, 36)","rgb(34, 79, 60)","rgb(30,33,36)","rgb(34,79,60)",1.73,1.73,0,0,0,0
579,div,"rgb(0, 0, 0)","rgb(255, 255, 255)","rgb(0,0,0)","rgb(255,255,255)",21,21,1,1,0,0
579,button,"rgb(255, 255, 255)","rgb(0, 170, 255)","rgb(255,255,255)","rgb(0,170,255)",2.56,2.56,0,0,0,0
579,a,"rgb(0, 0, 0)","rgb(242, 241, 240)","rgb(0,0,0)","rgb(242,241,240)",18.62,18.62,1,1,0,0
579,div,"rgb(255, 255, 255)","rgba(0, 0, 0, 0.5)","rgb(255,255,255)","rgb(128,128,128)",21,3.98,1,0,1,0
579,div,"rgb(255, 255, 255)","rgb(255, 64, 83)","rgb(255,255,255)","rgb(255,64,83)",3.44,3.44,0,0,0,0
579,div,"rgb(0, 0, 0)","rgb(247, 247, 245)","rgb(0,0,0)","rgb(247,247,245)",19.58,19.58,1,1,0,0
579,div,"rgb(255, 255, 255)","rgb(20, 20, 20)","rgb(255,255,255)","rgb(20,20,20)",18.42,18.42,1,1,0,0
580,div,"rgb(102, 102, 102)","rgb(113, 113, 113)","rgb(102,102,102)","rgb(113,113,113)",1.18,1.18,0,0,0,0
580,div,"rgb(102, 102, 102)","rgb(255, 255, 255)","rgb(102,102,102)","rgb(255,255,255)",5.74,5.74,1,1,0,0
580,div,"rgb(0, 0, 0)","rgb(255, 255, 255)","rgb(0,0,0)","rgb(255,255,255)",21,21,1,1,0,0
580,a,"rgb(51, 51, 51)","rgb(191, 0, 0)","rgb(51,51,51)","rgb(191,0,0)",1.93,1.93,0,0,0,0
580,section,"rgb(102, 102, 102)","rgb(252, 251, 251)","rgb(102,102,102)","rgb(252,251,251)",5.56,5.56,1,1,0,0
580,a,"rgb(51, 51, 51)","rgb(252, 251, 251)","rgb(51,51,51)","rgb(252,251,251)",12.23,12.23,1,1,0,0
580,div,"rgb(51, 51, 51)","rgb(255, 249, 200)","rgb(51,51,51)","rgb(255,249,200)",11.81,11.81,1,1,0,0
583,button,"rgb(51, 51, 51)","rgb(226, 232, 240)","rgb(51,51,51)","rgb(226,232,240)",10.25,10.25,1,1,0,0
583,button,"rgb(14, 28, 40)","rgb(61, 224, 200)","rgb(14,28,40)","rgb(61,224,200)",10.44,10.44,1,1,0,0
583,div,"rgb(14, 28, 40)","rgb(255, 255, 255)","rgb(14,28,40)","rgb(255,255,255)",17.28,17.28,1,1,0,0
583,div,"rgb(34, 34, 34)","rgb(231, 236, 236)","rgb(34,34,34)","rgb(231,236,236)",13.34,13.34,1,1,0,0
583,section,"rgb(14, 28, 40)","rgb(14, 28, 40)","rgb(14,28,40)","rgb(14,28,40)",1,1,0,0,0,0
583,div,"rgb(0, 189, 176)","rgb(33, 109, 105)","rgb(0,189,176)","rgb(33,109,105)",2.58,2.58,0,0,0,0
583,div,"rgb(14, 28, 40)","rgb(47, 166, 153)","rgb(14,28,40)","rgb(47,166,153)",5.79,5.79,1,1,0,0
583,div,"rgb(14, 28, 40)","rgb(54, 193, 175)","rgb(14,28,40)","rgb(54,193,175)",7.74,7.74,1,1,0,0
583,section,"rgb(14, 28, 40)","rgb(12, 28, 39)","rgb(14,28,40)","rgb(12,28,39)",1,1,0,0,0,0
583,a,"rgb(255, 255, 255)","rgba(61, 224, 200, 0.1)","rgb(255,255,255)","rgb(236,252,250)",1.65,1.06,0,0,0,0
583,a,"rgb(61, 224, 200)","rgba(14, 28, 40, 0.85)","rgb(61,224,200)","rgb(50,62,72)",10.44,6.61,1,1,0,0
583,div,"rgb(255, 255, 255)","rgba(255, 255, 255, 0.1)","rgb(255,255,255)","rgb(255,255,255)",1,1,0,0,0,0
583,button,"rgb(255, 255, 255)","rgba(0, 0, 0, 0.5)","rgb(255,255,255)","rgb(128,128,128)",21,3.98,1,0,1,0
585,a,"rgb(255, 255, 255)","rgb(0, 38, 118)","rgb(255,255,255)","rgb(0,38,118)",13.65,13.65,1,1,0,0
585,div,"rgb(0, 38, 118)","rgb(255, 255, 255)","rgb(0,38,118)","rgb(255,255,255)",13.65,13.65,1,1,0,0
585,span,"rgb(255, 255, 255)","rgb(1, 1, 51)","rgb(255,255,255)","rgb(1,1,51)",19.93,19.93,1,1,0,0
585,div,"rgb(0, 38, 118)","rgb(253, 181, 21)","rgb(0,38,118)","rgb(253,181,21)",7.67,7.67,1,1,0,0
586,div,"rgb(51, 51, 51)","rgb(204, 0, 0)","rgb(51,51,51)","rgb(204,0,0)",2.15,2.15,0,0,0,0
586,div,"rgb(51, 51, 51)","rgb(255, 255, 255)","rgb(51,51,51)","rgb(255,255,255)",12.63,12.63,1,1,0,0
586,button,"rgb(255, 255, 255)","rgb(204, 0, 0)","rgb(255,255,255)","rgb(204,0,0)",5.89,5.89,1,1,0,0
586,div,"rgb(51, 51, 51)","rgb(72, 122, 170)","rgb(51,51,51)","rgb(72,122,170)",2.79,2.79,0,0,0,0
586,div,"rgb(51, 51, 51)","rgb(244, 229, 213)","rgb(51,51,51)","rgb(244,229,213)",10.24,10.24,1,1,0,0
586,div,"rgb(51, 51, 51)","rgb(250, 240, 230)","rgb(51,51,51)","rgb(250,240,230)",11.23,11.23,1,1,0,0
586,div,"rgb(51, 51, 51)","rgb(253, 205, 0)","rgb(51,51,51)","rgb(253,205,0)",8.37,8.37,1,1,0,0
586,div,"rgb(255, 255, 255)","rgb(0, 0, 0)","rgb(255,255,255)","rgb(0,0,0)",21,21,1,1,0,0
586,div,"rgb(51, 51, 51)","rgb(247, 246, 240)","rgb(51,51,51)","rgb(247,246,240)",11.67,11.67,1,1,0,0
586,div,"rgb(51, 51, 51)","rgb(0, 0, 0)","rgb(51,51,51)","rgb(0,0,0)",1.66,1.66,0,0,0,0
586,div,"rgb(51, 51, 51)","rgb(110, 160, 204)","rgb(51,51,51)","rgb(110,160,204)",4.55,4.55,1,1,0,0
586,div,"rgb(51, 51, 51)","rgb(230, 219, 242)","rgb(51,51,51)","rgb(230,219,242)",9.49,9.49,1,1,0,0
591,a,"rgb(0, 0, 0)","rgba(0, 0, 0, 0.06)","rgb(0,0,0)","rgb(240,240,240)",1,18.38,0,1,0,1
591,div,"rgb(47, 55, 71)","rgb(255, 221, 87)","rgb(47,55,71)","rgb(255,221,87)",8.95,8.95,1,1,0,0
591,div,"rgb(255, 255, 255)","rgba(176, 189, 214, 0.2)","rgb(255,255,255)","rgb(239,242,247)",1.89,1.12,0,0,0,0
595,button,"rgb(1, 114, 206)","rgb(255, 255, 255)","rgb(1,114,206)","rgb(255,255,255)",4.88,4.88,1,1,0,0
595,div,"rgb(31, 31, 31)","rgb(0, 0, 0)","rgb(31,31,31)","rgb(0,0,0)",1.27,1.27,0,0,0,0
595,section,"rgb(31, 31, 31)","rgb(255, 255, 255)","rgb(31,31,31)","rgb(255,255,255)",16.48,16.48,1,1,0,0
595,button,"rgb(255, 255, 255)","rgb(0, 112, 204)","rgb(255,255,255)","rgb(0,112,204)",5.01,5.01,1,1,0,0
595,div,"rgb(255, 255, 255)","rgb(0, 101, 204)","rgb(255,255,255)","rgb(0,101,204)",5.62,5.62,1,1,0,0
595,div,"rgb(255, 255, 255)","rgb(214, 61, 0)","rgb(255,255,255)","rgb(214,61,0)",4.64,4.64,1,1,0,0
595,div,"rgb(0, 0, 0)","rgb(255, 255, 255)","rgb(0,0,0)","rgb(255,255,255)",21,21,1,1,0,0
595,div,"rgb(0, 104, 189)","rgb(0, 112, 204)","rgb(0,104,189)","rgb(0,112,204)",1.13,1.13,0,0,0,0
595,div,"rgb(0, 104, 189)","rgb(213, 59, 0)","rgb(0,104,189)","rgb(213,59,0)",1.2,1.2,0,0,0,0
595,section,"rgb(255, 255, 255)","rgb(18, 19, 20)","rgb(255,255,255)","rgb(18,19,20)",18.6,18.6,1,1,0,0
595,section,"rgb(0, 0, 0)","rgb(206, 205, 210)","rgb(0,0,0)","rgb(206,205,210)",13.29,13.29,1,1,0,0
595,section,"rgb(255, 255, 255)","rgb(38, 37, 79)","rgb(255,255,255)","rgb(38,37,79)",14.38,14.38,1,1,0,0
595,div,"rgb(255, 255, 255)","rgb(213, 59, 0)","rgb(255,255,255)","rgb(213,59,0)",4.71,4.71,1,1,0,0
595,section,"rgb(0, 0, 0)","rgb(245, 247, 250)","rgb(0,0,0)","rgb(245,247,250)",19.57,19.57,1,1,0,0
595,button,"rgb(255, 255, 255)","rgb(54, 54, 54)","rgb(255,255,255)","rgb(54,54,54)",12.08,12.08,1,1,0,0
595,button,"rgb(54, 54, 54)","rgb(238, 238, 238)","rgb(54,54,54)","rgb(238,238,238)",10.42,10.42,1,1,0,0
597,a,"rgb(255, 255, 255)","rgba(0, 0, 0, 0.6)","rgb(255,255,255)","rgb(102,102,102)",21,5.74,1,1,0,0
597,div,"rgb(255, 255, 255)","rgb(255, 255, 255)","rgb(255,255,255)","rgb(255,255,255)",1,1,0,0,0,0
597,div,"rgb(255, 255, 255)","rgb(0, 174, 205)","rgb(255,255,255)","rgb(0,174,205)",2.65,2.65,0,0,0,0
597,div,"rgb(255, 255, 255)","rgb(143, 177, 99)","rgb(255,255,255)","rgb(143,177,99)",2.43,2.43,0,0,0,0
597,div,"rgb(255, 255, 255)","rgb(250, 167, 74)","rgb(255,255,255)","rgb(250,167,74)",1.96,1.96,0,0,0,0
597,div,"rgb(255, 255, 255)","rgb(241, 90, 64)","rgb(255,255,255)","rgb(241,90,64)",3.35,3.35,0,0,0,0
602,a,"rgb(255, 255, 255)","rgb(0, 0, 0)","rgb(255,255,255)","rgb(0,0,0)",21,21,1,1,0,0
602,div,"rgb(0, 0, 0)","rgb(108, 238, 173)","rgb(0,0,0)","rgb(108,238,173)",14.47,14.47,1,1,0,0
602,div,"rgb(0, 0, 0)","rgb(255, 255, 255)","rgb(0,0,0)","rgb(255,255,255)",21,21,1,1,0,0
602,a,"rgb(0, 0, 0)","rgb(0, 0, 0)","rgb(0,0,0)","rgb(0,0,0)",1,1,0,0,0,0
602,div,"rgb(0, 0, 0)","rgb(248, 249, 246)","rgb(0,0,0)","rgb(248,249,246)",19.87,19.87,1,1,0,0
602,div,"rgb(0, 0, 0)","rgb(16, 22, 20)","rgb(0,0,0)","rgb(16,22,20)",1.15,1.15,0,0,0,0
602,div,"rgb(255, 255, 255)","rgb(59, 64, 216)","rgb(255,255,255)","rgb(59,64,216)",7.21,7.21,1,1,0,0
602,div,"rgb(255, 255, 255)","rgb(0, 134, 101)","rgb(255,255,255)","rgb(0,134,101)",4.57,4.57,1,1,0,0
602,button,"rgb(255, 255, 255)","rgba(0, 0, 0, 0.7)","rgb(255,255,255)","rgb(77,77,77)",21,8.52,1,1,0,0
602,div,"rgb(255, 255, 255)","rgb(16, 22, 20)","rgb(255,255,255)","rgb(16,22,20)",18.31,18.31,1,1,0,0
603,div,"rgb(51, 51, 51)","rgb(255, 255, 255)","rgb(51,51,51)","rgb(255,255,255)",12.63,12.63,1,1,0,0
603,div,"rgb(51, 51, 51)","rgb(229, 229, 229)","rgb(51,51,51)","rgb(229,229,229)",10.03,10.03,1,1,0,0
603,a,"rgb(118, 118, 118)","rgb(255, 255, 255)","rgb(118,118,118)","rgb(255,255,255)",4.54,4.54,1,1,0,0
603,div,"rgb(51, 51, 51)","rgb(51, 51, 51)","rgb(51,51,51)","rgb(51,51,51)",1,1,0,0,0,0
603,button,"rgb(255, 255, 255)","rgb(54, 124, 43)","rgb(255,255,255)","rgb(54,124,43)",5.15,5.15,1,1,0,0
603,div,"rgb(102, 102, 102)","rgb(255, 255, 255)","rgb(102,102,102)","rgb(255,255,255)",5.74,5.74,1,1,0,0
603,button,"rgb(102, 102, 102)","rgb(229, 230, 230)","rgb(102,102,102)","rgb(229,230,230)",4.59,4.59,1,1,0,0
603,button,"rgb(56, 96, 190)","rgb(255, 255, 255)","rgb(56,96,190)","rgb(255,255,255)",5.86,5.86,1,1,0,0
604,div,"rgb(255, 255, 255)","rgb(16, 75, 85)","rgb(255,255,255)","rgb(16,75,85)",9.72,9.72,1,1,0,0
604,div,"rgb(255, 255, 255)","rgb(0, 0, 0)","rgb(255,255,255)","rgb(0,0,0)",21,21,1,1,0,0
604,div,"rgb(255, 255, 255)","rgb(0, 15, 15)","rgb(255,255,255)","rgb(0,15,15)",19.53,19.53,1,1,0,0
604,div,"rgb(255, 255, 255)","rgb(19, 48, 46)","rgb(255,255,255)","rgb(19,48,46)",14.09,14.09,1,1,0,0
604,div,"rgb(0, 0, 0)","rgb(81, 152, 251)","rgb(0,0,0)","rgb(81,152,251)",7.23,7.23,1,1,0,0
604,a,"rgb(244, 245, 245)","rgb(31, 64, 62)","rgb(244,245,245)","rgb(31,64,62)",10.33,10.33,1,1,0,0
604,a,"rgb(0, 0, 0)","rgb(111, 224, 237)","rgb(0,0,0)","rgb(111,224,237)",13.56,13.56,1,1,0,0
604,div,"rgb(244, 245, 245)","rgb(0, 15, 15)","rgb(244,245,245)","rgb(0,15,15)",17.88,17.88,1,1,0,0
604,a,"rgb(0, 0, 0)","rgb(244, 245, 245)","rgb(0,0,0)","rgb(244,245,245)",19.23,19.23,1,1,0,0
605,div,"rgb(255, 255, 255)","rgb(29, 30, 32)","rgb(255,255,255)","rgb(29,30,32)",16.68,16.68,1,1,0,0
605,div,"rgb(255, 255, 255)","rgb(255, 255, 255)","rgb(255,255,255)","rgb(255,255,255)",1,1,0,0,0,0
605,span,"rgb(35, 33, 33)","rgb(255, 255, 255)","rgb(35,33,33)","rgb(255,255,255)",16.02,16.02,1,1,0,0
605,a,"rgb(29, 30, 32)","rgb(255, 255, 255)","rgb(29,30,32)","rgb(255,255,255)",16.68,16.68,1,1,0,0
605,div,"rgb(29, 30, 32)","rgb(241, 192, 242)","rgb(29,30,32)","rgb(241,192,242)",10.77,10.77,1,1,0,0
605,section,"rgb(29, 30, 32)","rgb(29, 30, 32)","rgb(29,30,32)","rgb(29,30,32)",1,1,0,0,0,0
605,section,"rgb(255, 255, 255)","rgb(255, 75, 50)","rgb(255,255,255)","rgb(255,75,50)",3.33,3.33,0,0,0,0
605,section,"rgb(29, 30, 32)","rgb(222, 255, 0)","rgb(29,30,32)","rgb(222,255,0)",14.62,14.62,1,1,0,0
605,span,"rgb(255, 255, 255)","rgb(177, 70, 59)","rgb(255,255,255)","rgb(177,70,59)",5.51,5.51,1,1,0,0
606,a,"rgb(255, 255, 255)","rgb(255, 97, 0)","rgb(255,255,255)","rgb(255,97,0)",3.02,3.02,0,0,0,0
606,div,"rgb(0, 0, 0)","rgb(255, 255, 255)","rgb(0,0,0)","rgb(255,255,255)",21,21,1,1,0,0
606,button,"rgb(255, 255, 255)","rgb(0, 112, 243)","rgb(255,255,255)","rgb(0,112,243)",4.55,4.55,1,1,0,0
606,button,"rgb(255, 255, 255)","rgb(46, 46, 46)","rgb(255,255,255)","rgb(46,46,46)",13.58,13.58,1,1,0,0
606,section,"rgb(0, 0, 0)","rgb(252, 241, 225)","rgb(0,0,0)","rgb(252,241,225)",18.81,18.81,1,1,0,0
606,section,"rgb(0, 0, 0)","rgb(12, 23, 78)","rgb(0,0,0)","rgb(12,23,78)",1.25,1.25,0,0,0,0
606,span,"rgb(255, 255, 255)","rgb(100, 178, 0)","rgb(255,255,255)","rgb(100,178,0)",2.65,2.65,0,0,0,0
606,div,"rgb(0, 0, 0)","rgb(243, 243, 254)","rgb(0,0,0)","rgb(243,243,254)",19.06,19.06,1,1,0,0
606,div,"rgb(0, 0, 0)","rgb(200, 206, 237)","rgb(0,0,0)","rgb(200,206,237)",13.51,13.51,1,1,0,0
607,div,"rgb(38, 38, 38)","rgb(204, 0, 0)","rgb(38,38,38)","rgb(204,0,0)",2.57,2.57,0,0,0,0
607,div,"rgb(33, 37, 41)","rgb(239, 246, 255)","rgb(33,37,41)","rgb(239,246,255)",14.17,14.17,1,1,0,0
607,div,"rgb(244, 244, 244)","rgba(255, 255, 255, 0)","rgb(244,244,244)","rgb(255,255,255)",1.1,1.1,0,0,0,0
607,button,"rgb(255, 255, 255)","rgb(204, 0, 0)","rgb(255,255,255)","rgb(204,0,0)",5.89,5.89,1,1,0,0
607,button,"rgb(57, 57, 57)","rgb(244, 244, 244)","rgb(57,57,57)","rgb(244,244,244)",10.5,10.5,1,1,0,0
607,div,"rgb(33, 37, 41)","rgb(244, 244, 244)","rgb(33,37,41)","rgb(244,244,244)",14.03,14.03,1,1,0,0
607,button,"rgb(82, 82, 82)","rgb(255, 255, 255)","rgb(82,82,82)","rgb(255,255,255)",7.81,7.81,1,1,0,0
607,button,"rgb(244, 244, 244)","rgb(22, 22, 22)","rgb(244,244,244)","rgb(22,22,22)",16.45,16.45,1,1,0,0
607,div,"rgb(33, 37, 41)","rgb(255, 255, 255)","rgb(33,37,41)","rgb(255,255,255)",15.43,15.43,1,1,0,0
607,div,"rgb(39, 94, 203)","rgb(239, 246, 255)","rgb(39,94,203)","rgb(239,246,255)",5.44,5.44,1,1,0,0
607,a,"rgb(38, 38, 38)","rgb(255, 255, 255)","rgb(38,38,38)","rgb(255,255,255)",15.13,15.13,1,1,0,0
607,section,"rgb(22, 22, 22)","rgb(255, 255, 255)","rgb(22,22,22)","rgb(255,255,255)",18.1,18.1,1,1,0,0
607,span,"rgb(0, 0, 0)","rgb(255, 255, 255)","rgb(0,0,0)","rgb(255,255,255)",21,21,1,1,0,0
607,section,"rgb(33, 37, 41)","rgb(57, 57, 57)","rgb(33,37,41)","rgb(57,57,57)",1.34,1.34,0,0,0,0
608,a,"rgb(255, 255, 255)","rgb(20, 89, 157)","rgb(255,255,255)","rgb(20,89,157)",7.13,7.13,1,1,0,0
608,div,"rgb(26, 26, 26)","rgb(7, 28, 46)","rgb(26,26,26)","rgb(7,28,46)",1.01,1.01,0,0,0,0
608,div,"rgb(26, 26, 26)","rgb(255, 255, 255)","rgb(26,26,26)","rgb(255,255,255)",17.4,17.4,1,1,0,0
608,div,"rgb(255, 255, 255)","rgb(14, 54, 90)","rgb(255,255,255)","rgb(14,54,90)",12.4,12.4,1,1,0,0
608,div,"rgb(255, 255, 255)","rgb(232, 228, 218)","rgb(255,255,255)","rgb(232,228,218)",1.27,1.27,0,0,0,0
608,button,"rgb(255, 255, 255)","rgb(26, 26, 26)","rgb(255,255,255)","rgb(26,26,26)",17.4,17.4,1,1,0,0
610,div,"rgb(0, 0, 0)","rgb(255, 255, 255)","rgb(0,0,0)","rgb(255,255,255)",21,21,1,1,0,0
610,section,"rgb(0, 0, 0)","rgb(109, 109, 109)","rgb(0,0,0)","rgb(109,109,109)",4.06,4.06,0,0,0,0
610,div,"rgb(0, 0, 0)","rgb(0, 0, 0)","rgb(0,0,0)","rgb(0,0,0)",1,1,0,0,0,0
610,section,"rgb(0, 0, 0)","rgb(231, 242, 243)","rgb(0,0,0)","rgb(231,242,243)",18.39,18.39,1,1,0,0
610,section,"rgb(0, 0, 0)","rgb(248, 248, 248)","rgb(0,0,0)","rgb(248,248,248)",19.77,19.77,1,1,0,0
610,section,"rgb(0, 0, 0)","rgb(0, 97, 163)","rgb(0,0,0)","rgb(0,97,163)",3.24,3.24,0,0,0,0
610,div,"rgb(255, 255, 255)","rgb(42, 60, 70)","rgb(255,255,255)","rgb(42,60,70)",11.46,11.46,1,1,0,0
610,button,"rgb(255, 255, 255)","rgb(0, 97, 163)","rgb(255,255,255)","rgb(0,97,163)",6.48,6.48,1,1,0,0
611,a,"rgb(0, 0, 0)","rgb(255, 254, 251)","rgb(0,0,0)","rgb(255,254,251)",20.82,20.82,1,1,0,0
611,div,"rgb(17, 17, 17)","rgb(255, 219, 0)","rgb(17,17,17)","rgb(255,219,0)",13.83,13.83,1,1,0,0
611,button,"rgb(255, 255, 255)","rgb(17, 17, 17)","rgb(255,255,255)","rgb(17,17,17)",18.88,18.88,1,1,0,0
611,section,"rgb(17, 17, 17)","rgb(48, 154, 67)","rgb(17,17,17)","rgb(48,154,67)",5.24,5.24,1,1,0,0
611,div,"rgb(17, 17, 17)","rgb(255, 255, 255)","rgb(17,17,17)","rgb(255,255,255)",18.88,18.88,1,1,0,0
611,a,"rgb(17, 17, 17)","rgb(242, 106, 47)","rgb(17,17,17)","rgb(242,106,47)",6.18,6.18,1,1,0,0
611,a,"rgb(17, 17, 17)","rgb(196, 222, 232)","rgb(17,17,17)","rgb(196,222,232)",13.45,13.45,1,1,0,0
611,a,"rgb(255, 255, 255)","rgb(1, 89, 163)","rgb(255,255,255)","rgb(1,89,163)",7.1,7.1,1,1,0,0
612,div,"rgb(16, 24, 40)","rgb(255, 255, 255)","rgb(16,24,40)","rgb(255,255,255)",17.75,17.75,1,1,0,0
612,span,"rgb(255, 255, 255)","rgb(54, 8, 215)","rgb(255,255,255)","rgb(54,8,215)",9.66,9.66,1,1,0,0
612,span,"rgb(255, 255, 255)","rgb(68, 17, 214)","rgb(255,255,255)","rgb(68,17,214)",9.14,9.14,1,1,0,0
612,div,"rgb(16, 24, 40)","rgba(201, 196, 255, 0.5)","rgb(16,24,40)","rgb(228,226,255)",10.84,14,1,1,0,0
612,div,"rgb(16, 24, 40)","rgb(236, 229, 249)","rgb(16,24,40)","rgb(236,229,249)",14.49,14.49,1,1,0,0
612,li,"rgb(16, 24, 40)","rgba(147, 89, 255, 0.04)","rgb(16,24,40)","rgb(251,248,255)",4.32,16.91,0,1,0,1
612,a,"rgb(255, 255, 255)","rgb(87, 17, 229)","rgb(255,255,255)","rgb(87,17,229)",8.02,8.02,1,1,0,0
612,a,"rgb(78, 91, 109)","rgb(234, 236, 240)","rgb(78,91,109)","rgb(234,236,240)",5.84,5.84,1,1,0,0
612,a,"rgb(255, 255, 255)","rgb(12, 17, 29)","rgb(255,255,255)","rgb(12,17,29)",18.86,18.86,1,1,0,0
612,div,"rgb(16, 24, 40)","rgba(68, 17, 214, 0.1)","rgb(16,24,40)","rgb(236,231,251)",1.94,14.72,0,1,0,1
612,button,"rgb(255, 255, 255)","rgb(48, 2, 102)","rgb(255,255,255)","rgb(48,2,102)",15.83,15.83,1,1,0,0
612,button,"rgb(52, 64, 84)","rgba(255, 255, 255, 0.2)","rgb(52,64,84)","rgb(255,255,255)",10.46,10.46,1,1,0,0
612,div,"rgb(16, 24, 40)","rgba(255, 255, 255, 0.2)","rgb(16,24,40)","rgb(255,255,255)",17.75,17.75,1,1,0,0
612,div,"rgb(48, 2, 102)","rgba(255, 255, 255, 0.2)","rgb(48,2,102)","rgb(255,255,255)",15.83,15.83,1,1,0,0
612,section,"rgb(16, 24, 40)","rgb(249, 250, 251)","rgb(16,24,40)","rgb(249,250,251)",16.98,16.98,1,1,0,0
612,div,"rgb(16, 24, 40)","rgb(243, 177, 247)","rgb(16,24,40)","rgb(243,177,247)",10.52,10.52,1,1,0,0
612,button,"rgb(255, 255, 255)","rgb(128, 30, 215)","rgb(255,255,255)","rgb(128,30,215)",6.81,6.81,1,1,0,0
613,a,"rgb(255, 255, 255)","rgb(0, 0, 0)","rgb(255,255,255)","rgb(0,0,0)",21,21,1,1,0,0
613,div,"rgb(0, 0, 0)","rgb(255, 255, 255)","rgb(0,0,0)","rgb(255,255,255)",21,21,1,1,0,0
613,div,"rgb(0, 0, 0)","rgb(245, 245, 245)","rgb(0,0,0)","rgb(245,245,245)",19.26,19.26,1,1,0,0
613,a,"rgb(0, 0, 0)","rgba(2, 1, 1, 0)","rgb(0,0,0)","rgb(255,255,255)",1.01,21,0,1,0,1
613,div,"rgb(0, 0, 0)","rgb(127, 136, 242)","rgb(0,0,0)","rgb(127,136,242)",6.71,6.71,1,1,0,0
613,div,"rgb(0, 0, 0)","rgb(243, 243, 243)","rgb(0,0,0)","rgb(243,243,243)",18.93,18.93,1,1,0,0
613,button,"rgb(255, 255, 255)","rgb(46, 70, 242)","rgb(255,255,255)","rgb(46,70,242)",6.41,6.41,1,1,0,0
613,div,"rgb(0, 0, 0)","rgb(255, 125, 0)","rgb(0,0,0)","rgb(255,125,0)",8.19,8.19,1,1,0,0
613,div,"rgb(0, 0, 0)","rgb(234, 234, 234)","rgb(0,0,0)","rgb(234,234,234)",17.46,17.46,1,1,0,0
613,a,"rgb(0, 0, 0)","rgb(255, 174, 2)","rgb(0,0,0)","rgb(255,174,2)",11.31,11.31,1,1,0,0
613,div,"rgb(0, 0, 0)","rgb(32, 18, 77)","rgb(0,0,0)","rgb(32,18,77)",1.26,1.26,0,0,0,0
613,a,"rgb(0, 0, 0)","rgba(2, 2, 2, 0)","rgb(0,0,0)","rgb(255,255,255)",1.01,21,0,1,0,1
613,button,"rgb(0, 0, 0)","rgb(239, 150, 16)","rgb(0,0,0)","rgb(239,150,16)",9.04,9.04,1,1,0,0
614,div,"rgb(36, 36, 36)","rgb(255, 255, 255)","rgb(36,36,36)","rgb(255,255,255)",15.52,15.52,1,1,0,0
614,button,"rgb(255, 255, 255)","rgb(36, 36, 36)","rgb(255,255,255)","rgb(36,36,36)",15.52,15.52,1,1,0,0
614,button,"rgb(255, 255, 255)","rgb(0, 118, 173)","rgb(255,255,255)","rgb(0,118,173)",5.01,5.01,1,1,0,0
614,div,"rgb(36, 36, 36)","rgba(0, 0, 0, 0.75)","rgb(36,36,36)","rgb(64,64,64)",1.35,1.49,0,0,0,0
614,section,"rgb(36, 36, 36)","rgb(246, 246, 246)","rgb(36,36,36)","rgb(246,246,246)",14.36,14.36,1,1,0,0
614,div,"rgb(36, 36, 36)","rgb(0, 0, 0)","rgb(36,36,36)","rgb(0,0,0)",1.35,1.35,0,0,0,0
614,span,"rgb(255, 255, 255)","rgb(0, 0, 0)","rgb(255,255,255)","rgb(0,0,0)",21,21,1,1,0,0
614,span,"rgb(36, 36, 36)","rgba(255, 255, 255, 0.3)","rgb(36,36,36)","rgb(255,255,255)",15.52,15.52,1,1,0,0
614,section,"rgb(36, 36, 36)","rgb(38, 51, 59)","rgb(36,36,36)","rgb(38,51,59)",1.2,1.2,0,0,0,0
614,button,"rgb(0, 118, 173)","rgb(255, 255, 255)","rgb(0,118,173)","rgb(255,255,255)",5.01,5.01,1,1,0,0
617,div,"rgb(24, 49, 83)","rgb(255, 255, 255)","rgb(24,49,83)","rgb(255,255,255)",13.1,13.1,1,1,0,0
617,span,"rgb(0, 0, 0)","rgb(255, 255, 255)","rgb(0,0,0)","rgb(255,255,255)",21,21,1,1,0,0
617,div,"rgb(255, 255, 255)","rgb(24, 49, 83)","rgb(255,255,255)","rgb(24,49,83)",13.1,13.1,1,1,0,0
617,a,"rgb(24, 49, 83)","rgb(99, 230, 190)","rgb(24,49,83)","rgb(99,230,190)",8.48,8.48,1,1,0,0
617,button,"rgb(24, 49, 83)","rgb(116, 192, 252)","rgb(24,49,83)","rgb(116,192,252)",6.67,6.67,1,1,0,0
617,span,"rgb(24, 49, 83)","rgb(255, 212, 59)","rgb(24,49,83)","rgb(255,212,59)",9.19,9.19,1,1,0,0
617,a,"rgb(255, 255, 255)","rgb(0, 28, 64)","rgb(255,255,255)","rgb(0,28,64)",16.93,16.93,1,1,0,0
